STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
6,California,60195,1,1,0,1,5,5,1,81,SAN MATEO (81),3220,SAN BRUNO,9,9,1,January,2019,4,Wednesday,6,6:00am-6:59am,6,6,0,This section IS NOT on the NHS,9,Unknown,EL CAMINO REAL,SANTA LUCIA AV,2,Urban,3,Principal Arterial - Other,98,Not Reported,0,None,37.61539444,37.61539444,-122.4065778,-122.40657778,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,60363,3,1,2,1,0,0,1,81,SAN MATEO (81),970,DALY CITY,16,16,1,January,2019,4,Wednesday,6,6:00am-6:59am,14,14,0,This section IS NOT on the NHS,9,Unknown,SKYLINE DR,,2,Urban,5,Major Collector,98,Not Reported,0,None,37.67921667,37.67921667,-122.4909611,-122.49096111,0,No Special Jurisdiction,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,7,In Parking Lane/Zone,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,60587,1,1,0,1,3,3,1,81,SAN MATEO (81),2140,MENLO PARK,6,6,1,January,2019,1,Sunday,11,11:00am-11:59am,26,26,0,This section IS NOT on the NHS,9,Unknown,OAK GROVE AVE,,2,Urban,5,Major Collector,98,Not Reported,0,None,37.46014167,37.46014167,-122.1798111,-122.17981111,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,60591,1,1,0,1,1,1,1,81,SAN MATEO (81),3390,SAN MATEO,20,20,4,April,2019,7,Saturday,14,2:00pm-2:59pm,52,52,0,This section IS NOT on the NHS,9,Unknown,W HILLSDALE BL,W SAILOR DR,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.53563889,37.53563889,-122.2994083,-122.29940833,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,60645,1,1,0,1,2,2,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,11,11,4,April,2019,5,Thursday,19,7:00pm-7:59pm,18,18,0,This section IS NOT on the NHS,9,Unknown,BADEN AV,,2,Urban,5,Major Collector,98,Not Reported,0,None,37.6561,37.6561,-122.4192,-122.4192,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,60860,1,1,0,1,1,1,1,81,SAN MATEO (81),310,BELMONT,3,3,5,May,2019,6,Friday,6,6:00am-6:59am,55,55,1,This section IS ON the NHS,9,Unknown,EL CAMINO REAL,5TH AV,2,Urban,3,Principal Arterial - Other,98,Not Reported,0,None,37.51396389,37.51396389,-122.2685167,-122.26851667,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,2,Intersection,3,T-Intersection,0,None,1,On Roadway,4,Dawn,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,61747,1,1,0,1,1,1,1,81,SAN MATEO (81),490,BURLINGAME,3,3,9,September,2019,3,Tuesday,5,5:00am-5:59am,51,51,0,This section IS NOT on the NHS,9,Unknown,OLD BAYSHORE BL,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.60314722,37.60314722,-122.3733667,-122.37336667,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62923,2,1,1,1,1,1,1,81,SAN MATEO (81),2625,PACIFICA,4,4,10,October,2019,6,Friday,17,5:00pm-5:59pm,4,4,0,This section IS NOT on the NHS,9,Unknown,PALMETTO AV,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.63228333,37.63228333,-122.4925722,-122.49257222,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,99,Reported as Unknown,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62993,1,1,0,1,1,1,1,81,SAN MATEO (81),0,NOT APPLICABLE,18,18,11,November,2019,2,Monday,18,6:00pm-6:59pm,10,10,0,This section IS NOT on the NHS,9,Unknown,AIRPORT ST,,1,Rural,7,Local,98,Not Reported,0,None,37.50553056,37.50553056,-122.4934944,-122.49349444,0,No Special Jurisdiction,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,63014,3,3,0,1,3,3,1,81,SAN MATEO (81),2980,REDWOOD CITY,18,18,9,September,2019,4,Wednesday,9,9:00am-9:59am,49,49,1,This section IS ON the NHS,3,State Highway,SR-82 CAMINO REAL,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,42,42,37.48407778,37.48407778,-122.2324306,-122.23243056,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,12,Pedestrian Refuge Island or Traffic Island,1,Daylight,2,Rain,10,Cloudy,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
