STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
6,California,60699,1,1,0,1,1,1,1,81,SAN MATEO (81),3240,SAN CARLOS,2,2,4,April,2018,2,Monday,9,9:00am-9:59am,27,27,0,This section IS NOT on the NHS,6,Local Street - Municipality,INDUSTRIAL RD,EAST SAN CARLOS AVE,2,Urban,6,Minor Collector,98,Not Reported,0,None,37.51054722,37.51054722,-122.2558333,-122.25583333,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,61212,1,1,0,1,1,1,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,1,1,2,February,2018,5,Thursday,6,6:00am-6:59am,18,18,1,This section IS ON the NHS,3,State Highway,SR-82,NOOR AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,None,37.64048333,37.64048333,-122.4236083,-122.42360833,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,61246,1,1,0,1,1,1,1,81,SAN MATEO (81),3240,SAN CARLOS,8,8,2,February,2018,5,Thursday,18,6:00pm-6:59pm,35,35,0,This section IS NOT on the NHS,6,Local Street - Municipality,OLD COUNTY RD,,2,Urban,7,Local,98,Not Reported,0,None,37.51675833,37.51675833,-122.2701167,-122.27011667,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,61584,1,1,0,1,1,1,1,81,SAN MATEO (81),490,BURLINGAME,15,15,8,August,2018,4,Wednesday,4,4:00am-4:59am,1,1,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,178,178,37.60111389,37.60111389,-122.3779667,-122.37796667,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,62278,1,1,0,1,1,1,1,81,SAN MATEO (81),2980,REDWOOD CITY,10,10,11,November,2018,7,Saturday,17,5:00pm-5:59pm,27,27,1,This section IS ON the NHS,3,State Highway,SR-84 WOODSIDE RD,BROADWAY ST,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,256,256,37.48707778,37.48707778,-122.2142194,-122.21421944,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,5,Dusk,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62458,1,1,0,1,1,1,1,81,SAN MATEO (81),1343,FOSTER CITY,23,23,3,March,2018,6,Friday,11,11:00am-11:59am,25,25,0,This section IS NOT on the NHS,9,Unknown,FOSTER CITY BL,E HILLSDALE BL,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.56123333,37.56123333,-122.2690361,-122.26903611,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62469,1,1,0,1,1,1,1,81,SAN MATEO (81),970,DALY CITY,14,14,9,September,2018,6,Friday,22,10:00pm-10:59pm,37,37,0,This section IS NOT on the NHS,9,Unknown,PARK PLAZA DR,,2,Urban,3,Principal Arterial - Other,98,Not Reported,0,None,37.70131111,37.70131111,-122.4818167,-122.48181667,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,62546,1,1,0,1,2,2,1,81,SAN MATEO (81),3390,SAN MATEO,30,30,10,October,2018,3,Tuesday,11,11:00am-11:59am,35,35,0,This section IS NOT on the NHS,9,Unknown,S NORFOLK ST,FASHION ISLAND BL,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.55422778,37.55422778,-122.2916889,-122.29168889,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62579,1,1,0,1,1,1,1,81,SAN MATEO (81),1065,EAST PALO ALTO,17,17,5,May,2018,5,Thursday,6,6:00am-6:59am,35,35,0,This section IS NOT on the NHS,9,Unknown,PULGAS AV,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.470275,37.470275,-122.1294583,-122.12945833,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,8,Driveway Access Related,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,62982,1,1,0,1,1,1,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,8,8,11,November,2018,5,Thursday,23,11:00pm-11:59pm,9,9,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,210,210,37.64000278,37.64000278,-122.4057694,-122.40576944,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
