STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
6,California,60450,1,1,0,1,1,1,1,81,SAN MATEO (81),3390,SAN MATEO,12,12,4,April,2017,4,Wednesday,22,10:00pm-10:59pm,6,6,1,This section IS ON the NHS,3,State Highway,SR-92 J ARTHUR YOUNGER FWY,SR-82 EL CAMINO REAL,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,120,120,37.5501,37.5501,-122.3125,-122.3125,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,18,Through Roadway,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,60748,1,1,0,1,3,3,1,81,SAN MATEO (81),3240,SAN CARLOS,13,13,1,January,2017,6,Friday,18,6:00pm-6:59pm,45,45,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,83,83,37.50781667,37.50781667,-122.2494917,-122.24949167,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,60944,1,1,0,1,3,3,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,17,17,7,July,2017,2,Monday,2,2:00am-2:59am,5,5,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,225,225,37.66103333,37.66103333,-122.4035361,-122.40353611,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,61109,1,1,0,1,1,1,1,81,SAN MATEO (81),0,NOT APPLICABLE,29,29,4,April,2017,7,Saturday,7,7:00am-7:59am,0,0,9,Unknown if this section is on the NHS,3,State Highway,SR-1 CABRILLO HWY,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,313,313,37.49535278,37.49535278,-122.4559722,-122.45597222,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,61178,1,1,0,1,2,2,1,81,SAN MATEO (81),3390,SAN MATEO,9,9,3,March,2017,5,Thursday,22,10:00pm-10:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-82 EL CAMINO REAL,22ND AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,102,102,37.54636389,37.54636389,-122.3077639,-122.30776389,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,61708,1,1,0,1,1,1,1,81,SAN MATEO (81),0,NOT APPLICABLE,24,24,7,July,2017,2,Monday,2,2:00am-2:59am,25,25,0,This section IS NOT on the NHS,5,Local Street - Township,MIDDLEFIELD RD,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.47831111,37.47831111,-122.21395,-122.21395,0,No Special Jurisdiction,18,Other Object (not fixed),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,61775,2,2,0,1,2,2,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,21,21,7,July,2017,6,Friday,22,10:00pm-10:59pm,0,0,0,This section IS NOT on the NHS,6,Local Street - Municipality,UTAH AVE,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,None,37.64570556,37.64570556,-122.4030278,-122.40302778,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,61974,1,1,0,1,1,1,1,81,SAN MATEO (81),310,BELMONT,6,6,2,February,2017,2,Monday,18,6:00pm-6:59pm,1,1,1,This section IS ON the NHS,3,State Highway,SR-82 EL CAMINO REAL,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,80,80,37.52598056,37.52598056,-122.2827,-122.2827,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,62049,1,1,0,1,2,2,1,81,SAN MATEO (81),3220,SAN BRUNO,18,18,2,February,2017,7,Saturday,19,7:00pm-7:59pm,57,57,1,This section IS ON the NHS,3,State Highway,SR-82 EL CAMINO REAL,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,191,191,37.634875,37.634875,-122.4203028,-122.42030278,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62059,1,1,0,1,1,1,1,81,SAN MATEO (81),970,DALY CITY,13,13,1,January,2017,6,Friday,18,6:00pm-6:59pm,43,43,1,This section IS ON the NHS,3,State Highway,SR-82,COMO AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,246,246,37.70017778,37.70017778,-122.4636556,-122.46365556,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
6,California,62610,1,1,0,1,1,1,1,81,SAN MATEO (81),1530,HALF MOON BAY,30,30,9,September,2017,7,Saturday,20,8:00pm-8:59pm,22,22,1,This section IS ON the NHS,3,State Highway,SR-1 CABRILLO HWY,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,325,325,37.50256111,37.50256111,-122.4746611,-122.47466111,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,62671,1,1,0,1,1,1,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,12,12,11,November,2017,1,Sunday,0,0:00am-0:59am,4,4,1,This section IS ON the NHS,3,State Highway,SR-82 EL CAMINO REAL HWY,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,197,197,37.64304167,37.64304167,-122.4254611,-122.42546111,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62684,1,1,0,1,1,1,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,7,7,12,December,2017,5,Thursday,19,7:00pm-7:59pm,19,19,0,This section IS NOT on the NHS,6,Local Street - Municipality,WESTBOROUGH BL,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.64370278,37.64370278,-122.4520722,-122.45207222,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,62913,1,1,0,1,0,0,1,81,SAN MATEO (81),2625,PACIFICA,6,6,9,September,2017,4,Wednesday,11,11:00am-11:59am,2,2,1,This section IS ON the NHS,6,Local Street - Municipality,PALMETTO AVE,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.6387,37.6387,-122.4924333,-122.49243333,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62916,1,1,0,1,1,1,1,81,SAN MATEO (81),970,DALY CITY,21,21,2,February,2017,3,Tuesday,13,1:00pm-1:59pm,35,35,9,Unknown if this section is on the NHS,6,Local Street - Municipality,MAYWOOD AVE,,2,Urban,7,Local,98,Not Reported,0,None,37.68379167,37.68379167,-122.4859778,-122.48597778,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,62953,1,1,0,1,2,2,1,81,SAN MATEO (81),3390,SAN MATEO,13,13,8,August,2017,1,Sunday,7,7:00am-7:59am,34,34,9,Unknown if this section is on the NHS,6,Local Street - Municipality,SHOREVIEW AVE,NORFOLK ST,2,Urban,5,Major Collector,98,Not Reported,0,None,37.57175,37.57175,-122.3097917,-122.30979167,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,63114,1,1,0,1,1,1,1,81,SAN MATEO (81),970,DALY CITY,19,19,12,December,2017,3,Tuesday,6,6:00am-6:59am,5,5,0,This section IS NOT on the NHS,9,Unknown,WESTMOOR AVE,SKYLINE BLVD,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.68334722,37.68334722,-122.4893778,-122.48937778,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,63160,1,1,0,1,1,1,1,81,SAN MATEO (81),3220,SAN BRUNO,16,16,12,December,2017,7,Saturday,14,2:00pm-2:59pm,10,10,1,This section IS ON the NHS,3,State Highway,SR-35 SKYLINE BLVD,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,99998,Not Reported,37.63486944,37.63486944,-122.4584222,-122.45842222,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
