STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
6,California,60450,1,1,0,1,1,1,1,81,SAN MATEO (81),3390,SAN MATEO,12,12,4,April,2017,4,Wednesday,22,10:00pm-10:59pm,6,6,1,This section IS ON the NHS,3,State Highway,SR-92 J ARTHUR YOUNGER FWY,SR-82 EL CAMINO REAL,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,120,120,37.5501,37.5501,-122.3125,-122.3125,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,18,Through Roadway,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,60498,1,1,0,0,1,1,0,81,SAN MATEO (81),0,NOT APPLICABLE,22,22,5,May,2017,2,Monday,18,6:00pm-6:59pm,40,40,0,This section IS NOT on the NHS,4,County Road,CR-CANADA RD,,1,Rural,7,Local,2,County Highway Agency,100,100,37.49840556,37.49840556,-122.3278611,-122.32786111,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,60748,1,1,0,1,3,3,1,81,SAN MATEO (81),3240,SAN CARLOS,13,13,1,January,2017,6,Friday,18,6:00pm-6:59pm,45,45,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,83,83,37.50781667,37.50781667,-122.2494917,-122.24949167,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,60944,1,1,0,1,3,3,1,81,SAN MATEO (81),3730,SOUTH SAN FRANCISCO,17,17,7,July,2017,2,Monday,2,2:00am-2:59am,5,5,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,225,225,37.66103333,37.66103333,-122.4035361,-122.40353611,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,60950,1,1,0,0,1,1,0,81,SAN MATEO (81),2140,MENLO PARK,4,4,3,March,2017,7,Saturday,3,3:00am-3:59am,14,14,1,This section IS ON the NHS,3,State Highway,SR-84,WILLOW RD,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,0,None,37.48218056,37.48218056,-122.1503861,-122.15038611,0,No Special Jurisdiction,39,Wall,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,5,Outside Trafficway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
6,California,61042,1,1,0,0,2,2,0,81,SAN MATEO (81),970,DALY CITY,18,18,6,June,2017,1,Sunday,19,7:00pm-7:59pm,7,7,0,This section IS NOT on the NHS,6,Local Street - Municipality,GELLERT BL,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,37.66581111,37.66581111,-122.4689194,-122.46891944,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
6,California,61109,1,1,0,1,1,1,1,81,SAN MATEO (81),0,NOT APPLICABLE,29,29,4,April,2017,7,Saturday,7,7:00am-7:59am,0,0,9,Unknown if this section is on the NHS,3,State Highway,SR-1 CABRILLO HWY,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,313,313,37.49535278,37.49535278,-122.4559722,-122.45597222,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
6,California,61178,1,1,0,1,2,2,1,81,SAN MATEO (81),3390,SAN MATEO,9,9,3,March,2017,5,Thursday,22,10:00pm-10:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-82 EL CAMINO REAL,22ND AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,102,102,37.54636389,37.54636389,-122.3077639,-122.30776389,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
6,California,61365,2,2,0,0,3,3,0,81,SAN MATEO (81),0,NOT APPLICABLE,22,22,6,June,2017,5,Thursday,16,4:00pm-4:59pm,6,6,1,This section IS ON the NHS,3,State Highway,SR-1 CABRILLO HIGHWAY,,1,Rural,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,165,165,37.29988611,37.29988611,-122.4046694,-122.40466944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,8,Driveway Access Related,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,2,0
6,California,61415,1,1,0,0,2,2,0,81,SAN MATEO (81),0,NOT APPLICABLE,5,5,4,April,2017,4,Wednesday,12,12:00pm-12:59pm,25,25,1,This section IS ON the NHS,1,Interstate,I-280,,2,Urban,1,Interstate,1,State Highway Agency,18,18,37.41919167,37.41919167,-122.2200694,-122.22006944,0,No Special Jurisdiction,25,Concrete Traffic Barrier,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,2,0
